,a0,a1
623,-10.945634,7.3577304
624,-9.328383,7.231803
625,-6.4384055,-10.749682
626,-4.397489,-8.402101
627,7.077035,-15.088703
628,14.053997,8.137981
629,-7.705842,8.424016
630,6.9232345,8.443031
631,0.7164076,-0.5174044
632,13.565691,4.059128
633,2.1097977,9.615766
634,3.9466193,4.6321344
635,1.3925327,10.776747
636,6.010305,-9.976383
637,1.1940016,-12.205614
638,8.360412,10.738083
639,-14.235483,0.99163926
640,7.760094,6.5127964
641,0.7832001,9.849277
642,6.0674386,-15.178456
643,-8.763466,-12.065868
644,7.723967,7.5902505
645,-10.616849,10.862149
646,9.089681,-12.504902
647,-9.975236,9.744508
648,7.217555,4.602447
649,3.3453324,1.6274598
650,-4.749686,-5.209994
651,6.093283,-8.454314
652,6.3758044,6.328762
653,-0.8077878,-11.824057
654,4.789341,-12.887407
655,-12.673003,2.770822
656,10.319982,3.900018
657,16.31198,5.045712
658,0.2017249,3.7751718
659,0.38106713,-5.696868
660,-2.699127,-5.633648
661,11.4414625,2.7239842
662,9.948968,6.4168167
663,-11.952403,5.861878
664,-8.13139,2.5698223
665,-10.785919,0.90488464
666,13.154069,4.825578
667,4.0104856,-13.386233
668,0.93878174,7.0709476
669,-6.1158085,2.8035989
670,4.516893,-3.4951615
671,3.8273468,12.139478
672,-4.2447457,-6.6048455
673,-0.54162633,-7.832711
674,-6.5721364,-10.012685
675,10.885032,1.4302044
676,5.676502,-10.691805
677,-4.415429,8.342784
678,-4.285854,8.686801
679,3.134124,12.306966
680,-5.392274,-8.318932
681,-7.1870637,7.2601647
682,-2.1224642,-3.9699385
683,0.10421231,12.925742
684,7.374757,5.3787932
685,-0.06619064,-15.127494
686,7.825034,5.5749836
687,-7.547096,1.2783005
688,-12.629718,3.7566116
689,2.762978,6.3550334
690,9.486183,4.92797
691,-5.2061086,-8.758454
692,7.117489,-14.063113
693,-15.105366,7.547103
694,-9.832487,1.7407537
695,0.62379116,-2.128402
696,13.747817,0.86673534
697,-12.159457,8.682133
698,-13.192154,11.033553
699,-2.4342043,7.407912
700,6.9862485,-9.530666
701,-3.4995112,-10.855895
702,14.109129,4.3767085
703,-0.9975793,1.229448
704,6.384906,11.960652
705,-5.575258,-4.2523484
706,-9.031852,-4.5885067
707,-4.831308,-12.491477
708,-8.125958,-0.9370395
709,13.793019,11.236221
710,-7.826421,10.333277
711,10.662478,3.8067653
712,-11.53041,3.9370015
713,-8.972257,8.567124
714,7.9674325,-11.014146
715,5.304753,2.62958
716,-9.4784975,7.5706224
717,-7.544605,7.807679
718,6.826626,-11.315764
719,11.671988,6.096253
720,-3.0557306,1.3811324
721,10.319619,4.5675282
722,-0.8649057,-1.3178248
723,-8.015549,2.7726743
724,-2.8320017,3.7968287
725,-6.6141534,1.2078336
726,-6.1032596,11.586574
727,5.3285813,12.590316
728,-2.8914003,2.8954425
729,16.310848,6.2079425
730,-10.471811,5.1436005
731,-5.0939665,6.515135
732,-7.895481,-8.436068
733,-3.022845,-5.588832
734,1.6307358,-8.861633
735,2.0830188,-11.294544
736,-0.6507453,-0.56682396
737,-5.8156114,-4.637615
738,3.708493,2.6498399
739,-0.86702466,-4.392217
740,2.8877697,-9.404537
741,-10.210687,9.566806
742,-2.2358556,-0.8870094
743,-11.3,-1.069842
744,9.715337,-0.3009736
745,-8.834699,1.4333103
746,-9.611136,8.361225
747,-6.019085,5.9877305
748,-6.036959,-5.3059464
749,-8.79737,9.052625
750,-7.230279,-9.746091
751,0.025078064,1.0316745
752,11.782568,3.3482177
753,9.558689,5.35669
754,4.6102033,4.856642
755,1.3923244,8.581411
756,-5.55077,4.8782268
757,2.1461837,4.0624394
758,-6.7965493,-8.749248
759,-4.892201,1.2645628
760,7.2003717,-8.012266
761,7.7497497,3.0548625
762,15.974038,1.9294282
763,8.836522,5.0573835
764,-4.62389,1.2438062
765,11.73561,6.7779994
766,-6.12242,0.25366879
767,-2.9571953,6.34899
768,-1.4700013,7.3147
769,-4.8492494,-12.986556
770,3.5155377,3.3017478
771,2.9012768,-15.175448
772,-2.5463066,1.2310649
773,-1.3273911,-14.460807
774,3.9460826,-10.251413
775,-2.2386024,-11.689668
776,-1.0781099,-0.12785125
777,-7.328401,7.4039736
778,2.307802,-12.860526
779,-3.7478979,-10.943834
780,-6.4910073,8.102529
781,5.0182886,-11.142588
782,-6.1074057,2.793255
783,4.2399936,-12.239382
784,4.1421304,-9.42029
785,-14.402527,3.8047254
786,12.226461,1.5230501
787,-2.4327612,5.206051
788,11.337644,0.98720896
789,8.423073,7.210009
790,-4.314242,-8.838033
791,3.192704,-14.183628
792,6.175579,7.015234
793,-4.188304,-6.347689
794,-11.746247,8.235034
795,-2.2435026,-12.628249
796,-7.416619,-6.064814
797,-4.8141565,-7.6157975
798,11.928501,7.757301
799,-13.851845,3.0750318
800,-7.907896,-10.494194
801,1.6988358,1.4345887
802,6.8268733,9.624702
803,4.103004,-7.211964
804,-11.273372,7.1113963
805,7.784167,2.5684493
806,-13.189758,0.88635856
807,-8.741214,-4.1322365
808,11.928941,-1.220378
809,12.025738,9.141594
810,-6.609178,5.9880977
811,13.775317,8.517118
812,7.329259,3.2689586
813,-1.4898533,-11.653826
814,0.29729193,-10.897929
815,3.7762074,11.49558
816,-2.0950882,-0.8811551
817,-9.982941,1.1864239
818,5.155162,4.5928164
819,6.62362,-11.288162
820,-5.166673,6.9030075
821,-1.6168989,-10.863137
822,-0.27506617,-8.022814
823,7.145245,10.892857
824,-5.857743,2.6516242
825,8.513585,-10.864246
826,-5.765588,-8.724604
827,1.3707577,0.46609327
828,9.690354,5.21815
829,3.554557,-13.663319
830,-5.667991,9.027962
831,0.7643154,9.858356
832,0.91305786,-13.816709
833,-7.1937647,5.682664
834,-1.4089404,-6.7711234
835,-5.362221,9.791082
836,-11.224718,7.5458436
837,14.9670105,8.573429
838,0.8526781,-0.45705858
839,-1.89001,-11.178325
840,-6.6510077,4.3207726
841,-4.410176,-5.27314
842,11.671226,9.942147
843,2.9392357,8.10797
844,1.4713641,-15.823502
845,-2.1015851,-0.3797301
846,15.656871,7.375251
847,-2.2842088,0.8298221
848,-8.8587055,-5.331659
849,8.366418,7.927968
850,-3.9182396,-7.4683037
851,7.265736,-14.738138
852,-8.995077,6.691818
853,0.81535745,-14.609793
854,5.4715714,7.84308
855,13.919723,1.0381312
856,0.6305273,8.742133
857,-10.345433,5.9392896
858,-3.4264216,-5.4634614
859,10.868892,4.602354
860,-0.7327377,3.1258562
861,1.3149396,-10.07906
862,-1.8446611,-0.90763336
863,13.645855,11.402564
864,-6.2030826,-6.220742
865,-4.0309496,2.4756184
866,-5.982902,8.105316
867,3.9710138,4.265183
868,-2.8277798,8.438485
869,-5.0951962,1.8031781
870,1.513592,1.2276517
871,-6.002806,3.927161
872,-6.1382484,2.503495
873,8.96778,1.8446045
874,1.7000706,-15.367821
875,2.5468087,-0.7441317
876,0.94666666,-8.3012495
877,-8.1818695,6.810151
878,-3.7665088,-11.496308
879,9.001522,7.0138197
880,-10.166851,7.2800817
881,-0.42691138,-12.793841
882,7.7717867,6.653696
883,7.36541,-12.26027
884,3.3148766,6.130236
885,11.637911,12.050928
886,10.005791,2.165032
887,-0.09172419,0.5486498
888,-3.9144351,0.10949011
889,3.355603,-12.605127
890,13.01512,4.758052
891,-5.6786637,5.1523414
892,10.384753,7.507588
893,-2.8953142,7.268755
894,-5.8815923,-11.254312
895,-4.2027864,-13.614224
896,-5.5536284,-9.9221735
897,-5.9138155,-8.668537
898,5.1397653,-12.87425
899,1.2353773,-15.355551
900,-4.258044,0.029501235
901,-1.7247889,-14.038898
902,-0.68251354,-13.52576
903,-7.6141405,11.60843
904,-1.0719239,-10.768632
905,10.364894,5.1884828
906,2.2075703,-8.421591
907,2.8761346,-8.096616
908,0.430674,8.370348
909,1.6080714,-0.19039193
910,3.8854704,-12.176397
911,5.6770444,-9.037621
912,16.281078,5.823601
913,0.1005447,-1.3927977
914,2.1275454,-10.332122
915,2.6786642,-2.5239005
916,3.498519,5.4386263
917,-14.429211,4.4949894
918,2.552891,10.949651
919,10.008099,6.91513
920,-12.260526,3.2905467
921,-1.3598418,-13.373421
922,3.0827844,-6.779259
923,-0.95050645,-8.150784
924,-5.970381,-7.101819
925,17.055355,6.1149273
926,-1.6081761,-9.99733
927,3.5850608,5.073294
928,-7.531989,4.504575
929,-3.3843522,-13.187309
930,6.365461,8.52438
931,-3.9709487,-9.805502
932,-1.5810249,-12.537441
933,3.8538933,0.085681215
934,0.4295895,-5.3131104
935,-2.6474903,2.408609
936,4.076268,-12.413416
937,-9.579224,8.94013
938,9.548572,6.35019
939,-10.461069,0.35849613
940,-4.685263,4.704571
941,-9.49147,2.3505256
942,-7.8715343,-0.7952434
943,-10.844578,9.896425
944,-1.3786998,-12.749961
945,7.1944346,0.9675285
946,11.893038,7.237273
947,0.49778348,-15.424707
948,-0.09064953,-12.426169
949,7.0564995,4.596774
950,5.1520667,0.4138576
951,-0.7713621,-9.834249
952,0.49707308,-13.312349
953,1.3745075,1.4688219
954,1.0078074,-6.349815
955,4.402698,-6.6458907
956,13.438683,4.8297844
957,-5.793168,11.377657
958,5.6840935,6.341974
959,-4.207272,13.106104
960,-0.5185374,-14.560734
961,-11.951571,4.410282
962,0.56443727,-13.724684
963,-9.531179,9.968876
964,-12.568743,6.6802635
965,2.6971614,-7.5406556
966,-2.997073,-10.885132
967,-6.564399,-8.011276
968,-2.7847846,3.7186828
969,0.8104941,-10.178343
970,10.123767,7.195527
971,12.392355,2.817991
972,-9.468099,-0.6500065
973,12.800022,2.2800267
974,3.3646724,6.5582047
975,-8.190904,2.4751346
976,5.489359,7.8037977
977,-4.7370486,6.02836
978,-4.9066286,-9.20367
979,4.057163,-1.8946977
980,0.81466603,-10.439618
981,15.514014,4.788229
982,-9.589247,7.718712
983,-6.8221903,1.576402
984,10.301633,7.4385495
985,7.065619,4.859986
986,-3.102701,6.3765826
987,15.004311,6.344685
988,9.481032,4.998245
989,-10.727214,10.723156
990,-4.005285,-8.924502
991,6.901131,-9.429009
992,-6.3822556,0.10074841
993,-2.0908093,-8.842491
994,4.9231696,2.3455262
995,-8.686498,0.96685994
996,-12.181329,10.786567
997,-5.035854,-1.370148
998,-6.2101493,-12.404972
999,-6.8454204,2.0496109
1000,-11.200126,9.9884405
1001,-4.9466996,2.5508184
1002,8.904977,-12.231373
1003,8.391128,2.072787
1004,-0.2221192,-13.490822
1005,-13.847319,3.0937257
1006,7.972892,0.97444105
1007,15.301987,4.391518
1008,7.5583286,-9.886437
1009,-5.649139,12.040219
1010,4.2146134,6.5070944
